gene
"SLC39A1"
"SIGLEC8"
"GPR162"
"ERLEC1"
"KLHL20"
"ZNF330"
"KCNMB4"
"GLI3"
"MAT2B"
"EML4"
"AMT"
"GNAO1"
"GNAS"
"GNG7"
"GP9"
"GPLD1"
"GPM6A"
"STK32C"
"PGM2L1"
"ZDHHC22"
"PRTG"
"UTS2R"
"C17orf78"
"CAVIN1"
"DYNAP"
"SMIM21"
"HMSD"
"LYPD5"
"VSTM1"
"FAM102B"
"GPR26"
"ANGPT1"
"RTP5"
"EPHA6"
"SUMF1"
"EFCAB9"
"POM121L12"
"GPR35"
"LSMEM1"
"FAM83H"
"TRIQK"
"FBXO43"
"PPP1R42"
"CRB2"
"CFAP157"
"MKNK2"
"GRIA4"
"CCDC22"
"TMEM176B"
"C11orf54"
"MCTS1"
"ATAD2"
"GRIN2A"
"ZCCHC4"
"SCG3"
"GRM1"
"CD274"
"MSH6"
"PARVB"
"GUCY2C"
"TRPM5"
"ALG5"
"SNX8"
"RBM15B"
"TRHDE"
"SLC25A24"
"UBQLN2"
"RHOD"
"SLC39A3"
"PILRA"
"H1-5"
"H1-6"
"H2AC8"
"H1-1"
"HABP2"
"HAS2"
"SERPIND1"
"HCRT"
"ANXA3"
"SOX8"
"KCNIP1"
"HK3"
"MNX1"
"HLA-DRA"
"HMGCL"
"HMMR"
"HNMT"
"ACACA"
"HOXB5"
"HOXC8"
"HPD"
"HPGD"
"ZAR1"
"ACACB"
"HSPA4"
"NDST1"
"IAPP"
"UBAC2"
"KRTAP22-1"
"NLRP10"
"NLRP14"
"GPIHBP1"
"ST8SIA6"
"LUZP2"
"TMEM225"
"SLCO1B7"
"ENPP7"
"CPLX4"
"TMEM240"
"TMEM52"
"ACADL"
"FAM221A"
"KLHL38"
"VSIG1"
"DCDC1"
"HEPHL1"
"NEK5"
"IDE"
"IDS"
"RD3"
"TGM6"
"IFIT3"
"CDKL4"
"AADACL2"
"IFNGR1"
"ZNF391"
"ZNF81"
"ITIH6"
"CXorf66"
"TBX10"
"ARPIN"
"SHISAL2A"
"IGFALS"
"LNP1"
"GPR142"
"KRTAP12-2"
"APRT"
"IL10RA"
"AQP1"
"IL12B"
"IL13RA2"
"IRF2BP2"
"IL16"
"INHBC"
"CXCL10"
"ITGA5"
"AR"
"ITIH2"
"ITPR1"
"ITPR2"
"GSTK1"
"USP50"
"KCNA2"
"TRIM23"
"KCNA6"
"ASPG"
"KCNB1"
"KCNC2"
"ATP9B"
"HSD11B1L"
"IGFL1"
"AREG"
"FAM89A"
"LHFPL4"
"GJB7"
"PTAR1"
"KCNH2"
"KCNJ8"
"KCNJ11"
"KCNJ15"
"KCNK2"
"ENTPD8"
"KCNQ1"
"NHLRC1"
"KCNS3"
"KEL"
"KIT"
"KLRC1"
"KLRC2"
"KLRD1"
"KPNA2"
"KRT2"
"KRT4"
"KRTAP10-11"
"KRTAP10-8"
"CC2D2B"
"RHOA"
"RTL1"
"C2CD4B"
"BLOC1S3"
"IGFL3"
"HES5"
"HRNR"
"KRT35"
"PCARE"
"TMEM212"
"TEX43"
"RBM12B"
"ONECUT3"
"LAMA2"
"ZNF793"
"LAMB1"
"LAMP2"
"GRID2IP"
"LBR"
"LEP"
"LIG4"
"MIR1915HG"
"C10orf120"
"LMAN1"
"C3orf80"
"C4orf3"
"MCCD1"
"LRRD1"
"RAB19"
"LPL"
"ZBTB34"
"LRP6"
"LRP5"
"LSP1"
"LTBP3"
"ARNTL"
"EPCAM"
"SMAD1"
"SMAD2"
"MAFG"
"MAGEA8"
"MAGEA10"
"MAN2A1"
"MAP6"
"MARK1"
"C10orf105"
"C10orf62"
"DDI1"
"MATK"
"MBP"
"MC3R"
"MC4R"
"MCC"
"MCF2"
"ARSF"
"SMCP"
"ME2"
"MECP2"
"MEIS1"
"MEP1A"
"MGST3"
"MMP3"
"MMP8"
"MPP1"
"CCDC88C"
"MAP1LC3C"
"SMIM4"
"RFPL4B"
"MSRA"
"MTCP1"
"MUSK"
"MYD88"
"MYL1"
"MYLK"
"NAB1"
"NAGA"
"NDUFA5"
"NDUFS4"
"NEK3"
"NFATC1"
"NFIC"
"NHS"
"NINJ1"
"NIT1"
"NME1"
"NQO2"
"NOS3"
"PNP"
"NPR3"
"COA5"
"CCDC73"
"EID3"
"RNASE12"
"ATP2B4"
"RNF165"
"OMP"
"SIX6"
"ORM1"
"OVOL1"
"P2RY4"
"DPRX"
"PAFAH1B2"
"NOX4"
"CHST11"
"SERPINB2"
"GALNT9"
"PNPLA8"
"PAM"
"MYEF2"
"ASAP1"
"TAS2R8"
"NTM"
"PCDH7"
"AMDHD2"
"FIS1"
"DESI2"
"ZBTB7B"
"DERA"
"TNNI3K"
"SEPSECS"
"ZC2HC1A"
"RDH11"
"LACTB2"
"TRAPPC12"
"GOLGA7"
"SAR1B"
"AADAT"
"HSD17B11"
"ZNF639"
"DUSP13"
"C1RL"
"CDK16"
"COA4"
"GASK1B"
"CHST15"
"RWDD1"
"ACTL6B"
"SNX9"
"FAM8A1"
"VGLL1"
"LCMT1"
"SFMBT1"
"EVL"
"HACD3"
"PDE7A"
"TMEM14C"
"NT5DC3"
"AZIN1"
"CUTA"
"EEF1AKNMT"
"PPIL1"
"NUB1"
"HSPB11"
"MPP6"
"PADI3"
"CYB5R1"
"RAPGEF6"
"WWOX"
"PEPD"
"PEX7"
"PGK2"
"PGR"
"PIM1"
"PLA2G4A"
"CHIC1"
"PLS3"
"ATP6V0A1"
"PLXNA2"
"PMP22"
"P2RY13"
"FGFRL1"
"CLDN22"
"PRRX1"
"C21orf58"
"PNMT"
"SNTG1"
"SNTG2"
"POLB"
"TAS2R5"
"SH3TC1"
"KCTD5"
"PON2"
"CCSER2"
"ETAA1"
"TOLLIP"
"KRT20"
"ZDHHC13"
"RHOF"
"APBB1IP"
"POU2F2"
"POU3F1"
"POU3F4"
"POU4F3"
"TMEM106B"
"RSBN1"
"PDP1"
"TMED9"
"RAB39A"
"LEPROT"
"PCSK4"
"CTSA"
"PPP1R12C"
"CFAP46"
"ALKBH4"
"TRPM4"
"ZNF586"
"NDE1"
"BIVM"
"QRICH1"
"CNTLN"
"DCAF16"
"TBC1D8B"
"ALKBH5"
"INO80D"
"FOCAD"
"TMEM260"
"CMTM6"
"SOHLH2"
"OCIAD1"
"COMMD8"
"ULK4"
"ZNF770"
"ZSCAN2"
"FAM174C"
"CCDC40"
"TRMT12"
"PPP1R3A"
"DET1"
"OXR1"
"UACA"
"TAPBPL"
"ANO1"
"RFWD3"
"PNPO"
"PPP2CB"
"RESF1"
"RPRD1A"
"DPPA4"
"PPP2R2B"
"LRRC20"
"PPP2R2C"
"MOB1A"
"PACC1"
"FGGY"
"TMEM140"
"LRRC36"
"C5orf22"
"MNS1"
"PI4K2A"
"HEMGN"
"AVPR2"
"ETNK1"
"CHST12"
"IL17RB"
"KLK15"
"GALNT10"
"PPP4R3A"
"LIMS2"
"PACS1"
"KBTBD4"
"ASF1B"
"N4BP2"
"ZFP64"
"TMEM184C"
"MBD5"
"ZNF415"
"LMBRD1"
"PECR"
"PRKCG"
"EAF2"
"PLGRKT"
"PSENEN"
"ACOT13"
"PBK"
"MYO5C"
"MAPK7"
"PDGFC"
"KLHL4"
"PCDHGB1"
"PCDHGA5"
"TRPV5"
"LGMN"
"RPRM"
"KCNQ5"
"DNAJC12"
"HTRA1"
"DIABLO"
"SUCNR1"
"SLC2A4RG"
"TCEAL7"
"AGPAT4"
"DPYSL5"
"WRNIP1"
"SH3GLB2"
"IFT46"
"MCCC1"
"LXN"
"FEM1C"
"CEACAM19"
"CDC42SE2"
"AKR1B10"
"ANKMY2"
"TBX20"
"TIGAR"
"CAMK1D"
"ADCK1"
"PELI1"
"ZMIZ1"
"BACH1"
"PTGDR"
"MRS2"
"NMRAL1"
"RHBDD2"
"BIRC6"
"DSCAML1"
"PLEKHG1"
"KIAA1210"
"AHRR"
"NWD2"
"NLGN4X"
"CGN"
"KLHL42"
"SEMA6A"
"IFT80"
"ARHGAP21"
"CFAP97"
"WDR48"
"PITPNM2"
"FAM234B"
"SH3RF1"
"LRCH2"
"ZBTB4"
"KIAA1549"
"RNF213"
"VAT1L"
"DENND1A"
"MEAK7"
"PPP4R4"
"SCUBE2"
"PTPN7"
"HES4"
"G6PC2"
"SLC46A2"
"PTPRD"
"PTPRN2"
"PTS"
"NGB"
"PEX19"
"PCYT2"
"PLEKHB1"
"JAM2"
"KMT2C"
"QDPR"
"RAB2A"
"RAC3"
"CARD18"
"RAP1GDS1"
"RASGRF1"
"ACE2"
"CACNG8"
"CACNG7"
"PRDM13"
"KLHL12"
"RBMS1"
"BCKDHB"
"RGS7"
"RLN1"
"RNASE6"
"ALX4"
"CELF6"
"CLIP1"
"BDKRB2"
"RXRG"
"BCORL1"
"ATXN1"
"SCN10A"
"BGN"
"CCL5"
"CX3CL1"
"BID"
"SRR"
"SDF2"
"SLC17A9"
"GALNT11"
"TP53AIP1"
"NEUROG2"
"FIGNL1"
"SEL1L"
"SELP"
"PERP"
"SMOC2"
"GFRA4"
"NPFFR1"
"ACOT6"
"DPEP3"
"IRF2BPL"
"DNAJC1"
"RAB17"
"FAM163B"
"SRSF5"
"LMBR1"
"LIPN"
"HIF3A"
"TRA2B"
"SFTPB"
"SDHAF1"
"WIPF3"
"TMEM168"
"SGK1"
"MEIG1"
"TEKT3"
"SH3BGRL"
"CLEC7A"
"MAGEB17"
"CBY3"
"SHC1"
"SH2D7"
"ATPAF1"
"CREB3L2"
"C11orf1"
"MICAL1"
"DEPTOR"
"EFCAB6"
"ST6GAL1"
"ST3GAL4"
"NIBAN2"
"PPP1R3G"
"SIX3"
"SKP2"
"CDK15"
"TMEM237"
"RTN4R"
"UPF3B"
"SLC2A2"
"BMP3"
"SLC4A2"
"WNK4"
"SLC6A1"
"SLC6A11"
"SLC8A1"
"SLC8A3"
"SLC9A3"
"SLC10A2"
"SLC14A1"
"SLC17A1"
"BMPR1A"
"SMARCA1"
"STK33"
"FUNDC2"
"SMARCD2"
"BMX"
"SMPD2"
"SNX1"
"SOX3"
"SPN"
"SPRR1B"
"SRPK1"
"SST"
"SSTR5"
"SS18"
"STAC"
"STAT1"
"STIM1"
"BST1"
"SYN1"
"TAF4B"
"TAF9"
"MAP3K7"
"TAPBP"
"TARBP1"
"TBXA2R"
"TBX3"
"BTN1A1"
"DYNLT3"
"TEAD4"
"TECTA"
"TEF"
"TEK"
"TFPI"
"THBS4"
"TLE1"
"TLL2"
"TLR3"
"NR2E1"
"TM4SF4"
"TSPAN4"
"TM7SF2"
"TMF1"
"TNNC2"
"TNNT1"
"TPMT"
"TRAF1"
"TRAF3"
"TRHR"
"TRPC4"
"TRPC6"
"KRTAP1-4"
"ANKDD1B"
"C5AR1"
"UCP3"
"UCK2"
"COL14A1"
"CLRN1"
"UTRN"
"VAV2"
"MPPED2"
"WNT7B"
"GET1"
"ZAP70"
"ZIC3"
"ZNF7"
"ZNF14"
"ZSCAN21"
"ZNF75D"
"RELL1"
"ZNF146"
"CA11"
"RNF112"
"ZNF185"
"SLC30A1"
"LAPTM5"
"CACNB1"
"PXDN"
"CACNG1"
"KCNAB1"
"CRELD1"
"AUNIP"
"TRPM8"
"PRRG4"
"ASPSCR1"
"MFSD11"
"C1orf35"
"CENPO"
"IRX3"
"ZXDC"
"FYCO1"
"GCC1"
"SPAG16"
"TMEM231"
"TNFAIP8L2"
"ROGDI"
"HECTD3"
"PPP1R3B"
"NEIL1"
"TUT7"
"NLRX1"
"FN3KRP"
"ZNF329"
"MSANTD2"
"LMAN1L"
"C1orf115"
"ELMO3"
"CCDC82"
"KLHL36"
"HHIPL2"
"MOB3B"
"CATSPERB"
"CAMKMT"
"RNF122"
"CFAP69"
"BAALC"
"HDAC11"
"LPCAT1"
"MORN1"
"TNIP3"
"ZNF696"
"TTC26"
"STN1"
"CALCR"
"PSCA"
"SEMA6D"
"TRPM3"
"GPR157"
"ZNF614"
"ARL14"
"CCDC33"
"CCDC170"
"LRRC8E"
"SIKE1"
"CFAP43"
"PAAF1"
"ORAI2"
"PIGZ"
"MTERF2"
"WNT10A"
"TNKS2"
"PDCD1LG2"
"CSRP3"
"PDHX"
"ESX1"
"ARHGAP39"
"DUSP16"
"SSPN"
"CALM3"
"IFT88"
"ZBP1"
"CALML3"
"GPR63"
"CFHR5"
"CAMK4"
"FAM49A"
"TRIM11"
"TXNDC5"
"CDADC1"
"LBH"
"COIL"
"TRIM7"
"RNF146"
"SFXN3"
"ZNF611"
"CAMK2G"
"HDHD3"
"NRIP1"
"PUDP"
"KDM5C"
"FZD4"
"FZD6"
"H2AC16"
"CDCA3"
"GLT8D2"
"KATNAL2"
"TAAR8"
"MFRP"
"TMUB1"
"H4C4"
"FAM107B"
"SLC35G5"
"CRISPLD1"
"RHNO1"
"BCO2"
"FGFBP2"
"KRTAP3-1"
"CASP5"
"TATDN1"
"SLC4A11"
"PIP5K1B"
"CTTNBP2"
"HDHD2"
"ENKD1"
"LRRIQ1"
"CEP78"
"USP42"
"TOMM40L"
"PPP1R1B"
"KIAA1109"
"SLA2"
"SLITRK6"
"METTL25"
"CARD19"
"YIPF4"
"ZNF282"
"NTPCR"
"C7orf50"
"PCGF5"
"CARD11"
"BRSK1"
"MEGF10"
"SRRM4"
"KBTBD8"
"FAM126A"
"USP32"
"ZNF347"
"TRIM55"
"CAPS2"
"ADTRP"
"HAVCR2"
"RSPO3"
"ATAD1"
"RNFT2"
"RGS5"
"MAP4K3"
"FAM104A"
"RITA1"
"TNS4"
"RELT"
"PHYKPL"
"USP45"
"CFAP300"
"IKBKG"
"COL27A1"
"ZCCHC3"
"BCAS1"
"BARX2"
"AGPS"
"PPFIA3"
"KNDC1"
"CNTNAP4"
"PIR"
"SELENOI"
"TCAP"
"KHSRP"
"CAV1"
"CAV3"
"SLC25A12"
"UNC5C"
"KRT38"
"B3GALNT1"
"B3GALT1"
"SERPINB7"
"EDF1"
"PABPC4"
"FPGT"
"SCEL"
"SUCLG1"
"IL18R1"
"SOCS2"
"CCN5"
"SLC5A6"
"GYG2"
"HERC1"
"SKAP2"
"TOP3B"
"CDK5R2"
"MGAM"
"TPD52L3"
"SLAMF9"
"TMEM116"
"BMERB1"
"SYT8"
"FAM181A"
"CCNG1"
"SLC25A14"
"EFCAB12"
"C5orf30"
"SH2D2A"
"STPG1"
"PIAS2"
"SEC11C"
"FAM104B"
"TCEAL8"
"ACVR1"
"CCDC149"
"SLC25A46"
"SCARF2"
"SEC22C"
"C12orf29"
"ZNF502"
"PCSK7"
"SYT12"
"MFSD4B"
"ZNF804A"
"MYLK3"
"REPS2"
"C11orf52"
"ARRDC4"
"COG7"
"MYOZ3"
"HACD1"
"ZMYM4"
"LRRFIP1"
"DSEL"
"MTSS2"
"CD5"
"DLGAP2"
"CAPN13"
"C1orf105"
"CD7"
"AIMP1"
"MOB1B"
"ARRDC1"
"OTOP2"
"REEP6"
"CD14"
"TEX30"
"TRIP11"
"CNOT8"
"SDR42E1"
"ZFAND4"
"RAB28"
"ACP4"
"CLEC6A"
"ACVR2B"
"SYAP1"
"ORMDL1"
"HAND1"
"ABCG2"
"QKI"
"SLC25A27"
"SLC4A8"
"MYOT"
"SCARB1"
"TMEM59"
"ENTPD1"
"NRG2"
"ATP5MPL"
"GDF3"
"PDIA4"
"RIN1"
"FEZ2"
"FEZ1"
"ARHGEF10"
"MICAL2"
"MARF1"
"EDEM1"
"RUBCN"
"SEC14L5"
"GPRIN2"
"CD74"
"IFT140"
"SNPH"
"TMEM94"
"MAML1"
"LCMT2"
"ELMO1"
"RUSC2"
"C2CD2L"
"TOMM70"
"NUAK1"
"WASHC5"
"SV2B"
"SGSM2"
"RABGAP1L"
"SUPT7L"
"RNF10"
"PUM3"
"XYLB"
"MAGEC1"
"NR1H4"
"CLEC2B"
"AKR1C1"
"AMY2B"
"ANKRD36B"
"APOBEC3F"
"ARHGAP11B"
"ASAH2B"
"C9orf129"
"CBWD5"
"CCL4L2"
"CD8B"
"CDK11A"
"CFHR4"
"CLDN24"
"CLEC18C"
"CR1"
"CTAGE15"
"DEFB4B"
"EIF3CL"
"ERVV-1"
"ERVV-2"
"FAM153B"
"FOLR2"
"FOXD4L1"
"FOXD4L4"
"GAGE12J"
"GTF2H2"
"GTF2H2C"
"HBG1"
"HBG2"
"H2AC13"
"H2AC14"
"HP"
"HSPA1A"
"HSPA1B"
"KCNJ12"
"KRBOX4"
"KRTAP1-3"
"KRTAP10-12"
"KRTAP10-6"
"KRTAP9-3"
"LCE1A"
"LCE1E"
"LILRA6"
"LRRC37A"
"MAGEA3"
"MOCS1"
"NANOG"
"NPIPA5"
"NPIPB6"
"OR2A4"
"OR2A7"
"OR2T3"
"OR2T33"
"OR3A2"
"OR3A3"
"OR4F5"
"OR5H1"
"OR5K2"
"POMZP3"
"POU5F1B"
"PPIAL4A"
"PRH2"
"PTPRC"
"RBM4"
"RBM4B"
"RFPL4A"
"RFPL4AL1"
"RGPD1"
"RSPH10B"
"RSPH10B2"
"S100A7"
"SAA1"
"SAA2"
"SIRPA"
"SPRR2F"
"SUMO4"
"TBC1D3B"
"TPTE"
"TRIM73"
"TUBB8"
"TVP23B"
"UBC"
"UGT1A6"
"UQCRH"
"USP17L5"
"VCX3B"
"ZC3H11A"
"ZNF676"
"ZNF705A"
"ZNF705G"
"ZNF732"
"ZNF85"
"ZSCAN5B"
"ABI1"
"CDH2"
"SPATA48"
"TEN1"
"KLLN"
"CDH3"
"GNE"
"MEF2B"
"SMKR1"
"PET117"
"TOM1L1"
"CDH6"
"C16orf95"
"SLFN12L"
"ABCB6"
"DNM1L"
"CEP295NL"
"CDH11"
"FEM1B"
"ARL4C"
"BCAP31"
"NAMPT"
"SLC25A13"
"CNIH1"
"ALG3"
"PSME3"
"CDK4"
"MPHOSPH6"
"NME6"
"DDX39A"
"CDK6"
"TRIB1"
"COQ7"
"AP3S2"
"CDK8"
"STAM2"
"DENND4A"
"ZMPSTE24"
"STAG1"
"KATNB1"
"NMUR1"
"LAMC3"
"IKZF1"
"RXYLT1"
"TFG"
"MICU1"
"TUBB4B"
"CEPT1"
"ADAR"
"YAP1"
"CD2BP2"
"TIMM17A"
"ZER1"
"ACAA2"
"CDX2"
"SLC30A9"
"ZBTB18"
"UBE2E3"
"HOXB13"
"SEC23B"
"SEC23A"
"SYNCRIP"
"NCOA2"
"SEMA4B"
"APPBP2"
"PITRM1"
"ATG7"
"RNASEH2A"
"BATF"
"GLRX3"
"CEBPE"
"AGR2"
"AGPAT1"
"AGPAT2"
"SLC35A1"
"ARFGEF2"
"DPYSL4"
"COLEC10"
"CDC42EP3"
"PAICS"
"STAMBP"
"ARID3B"
"IGF2BP1"
"MTX2"
"CELF2"
"KLF1"
"TNFSF13B"
"AVIL"
"EBP"
"TBR1"
"NRG3"
"POLQ"
"SLC12A7"
"NFAT5"
"RAI2"
"MAP3K2"
"AHCYL1"
"ARPP19"
"WDR4"
"MTHFD2"
"FRS2"
"CLPX"
"RAB10"
"PPARGC1A"
"JTB"
"MAN1A2"
"PNPLA6"
"SUB1"
"GPR75"
"KDELR1"
"HNRNPA0"
"SERINC3"
"OS9"
"FERMT2"
"SLC27A2"
"KIF2C"
"TLK2"
"KDELR2"
"LIAS"
"RAB35"
"PIM2"
"ABHD2"
"UBE2C"
"TMEM115"
"HSF2BP"
"ADAMTS5"
"NUP42"
"PRSS23"
"KATNA1"
"PRDM4"
"CORO1A"
"NUDT3"
"CHI3L1"
"INSL6"
"ZNF277"
